0			MISSING_ANIM
1			STAND
2			PERSISTENT_METADATA_ALIVE
3			PERSISTENT_METADATA_DEAD
4			PERSISTENT_METADATA_FLYING
5			PORTHOLE_IDLE
6			PORTHOLE_AFFIRMATIVE
7			PORTHOLE_NEGATIVE
8			PORTHOLE_STAND_IDLE
9			PORTHOLE_STAND_AFFIRMATIVE
10			PORTHOLE_STAND_NEGATIVE
11			ENGINE_FIRE
12			ENGINE_FIRE_LOOP
13			ENGINE_LOAD
14			ENGINE_RETURN_TO_FIRING_POSITION
15			ENGINE_LOAD_IDLE
16			ENGINE_FIRE_IDLE
17			ENGINE_BURNING_START
18			ENGINE_BURNING_LOOP
19			ENGINE_LIMBER
20			ENGINE_UNLIMBER
21			ENGINE_LIMBERED
22			ENGINE_LIMBERED_FORWARDS
23			ENGINE_LIMBERED_BACKWARDS
24			ENGINE_LIMBERED_TURN_LEFT
25			ENGINE_LIMBERED_TURN_RIGHT
26			WHALE_DIVE
27			STAND_TO_WALK
28			STAND_TO_COMBAT_READY
29			STAND_TO_STAND_SHIELD_UP
30			STAND_TO_STAND_SHIELD_FRONT
31			STAND_TO_STAND_SHIELD_TOP
32			STAND_IDLE_1
33			STAND_IDLE_2
34			STAND_IDLE_3
35			STAND_IDLE_4
36			STAND_IDLE_5
37			STAND_IDLE_6
38			STAND_IDLE_7
39			STAND_IDLE_8
40			STAND_IDLE_9
41			STAND_IDLE_10
42			WALK_1
43			WALK_2
44			WALK_3
45			WALK_4
46			WALK_5
47			WALK_TO_STAND
48			WALK_IDLE_1
49			WALK_IDLE_2
50			WALK_IDLE_3
51			WALK_IDLE_4
52			WALK_IDLE_5
53			RUN_1
54			RUN_2
55			RUN_3
56			RUN_4
57			RUN_5
58			RUN_TO_STAND
59			RUN_IDLE_1
60			RUN_IDLE_2
61			RUN_IDLE_3
62			RUN_IDLE_4
63			RUN_IDLE_5
64			STEP_FORWARD
65			STEP_BACKWARD
66			STEP_LEFT
67			STEP_RIGHT
68			TURN_LEFT_45
69			TURN_RIGHT_45
70			TURN_LEFT_90
71			TURN_RIGHT_90
72			TURN_LEFT_180
73			TURN_RIGHT_180
74			TURN_LEFT_TO_WALK_45
75			TURN_RIGHT_TO_WALK_45
76			TURN_LEFT_TO_WALK_90
77			TURN_RIGHT_TO_WALK_90
78			TURN_LEFT_TO_WALK_180
79			TURN_RIGHT_TO_WALK_180
80			FLY_STAND
81			FLY_IDLE_1
82			FLY_IDLE_2
83			FLY_IDLE_3
84			FLY_IDLE_4
85			FLY_IDLE_5
86			FLY_WALK_1
87			FLY_WALK_2
88			FLY_WALK_3
89			FLY_WALK_4
90			FLY_WALK_5
91			FLY_STEP_FORWARD
92			FLY_STEP_BACKWARD
93			FLY_STEP_LEFT
94			FLY_STEP_RIGHT
95			FLY_CHARGE_AIR_TO_AIR
96			FLY_CHARGE_AIR_TO_GROUND
97			FLY_CHARGE_LAND
98			FLY_TAKEOFF
99			FLY_COMBAT_READY
100			FLY_COMBAT_READY_MOVE_1
101			FLY_COMBAT_READY_MOVE_2
102			FLY_COMBAT_READY_MOVE_3
103			FLY_COMBAT_READY_MOVE_4
104			FLY_COMBAT_READY_MOVE_5
105			FLY_COMBAT_IDLE_1
106			FLY_COMBAT_IDLE_2
107			FLY_COMBAT_IDLE_3
108			FLY_COMBAT_IDLE_4
109			FLY_COMBAT_IDLE_5
110			BE_MOUNTED_LEFT
111			BE_MOUNTED_RIGHT
112			BE_DISMOUNTED_LEFT
113			BE_DISMOUNTED_RIGHT
114			REFUSE_1
115			REFUSE_2
116			REFUSE_3
117			REFUSE_4
118			REFUSE_CAN_THROW_RIDER_1
119			REFUSE_CAN_THROW_RIDER_2
120			REFUSE_CAN_THROW_RIDER_3
121			REFUSE_CAN_THROW_RIDER_4
122			MOUNT_TESTUDO
123			MOUNT_TESTUDO_TO_STAND
124			STAND_TO_MOUNT_TESTUDO
125			MOUNT_TESTUDO_IDLE_1
126			MOUNT_TESTUDO_IDLE_2
127			MOUNT_TESTUDO_IDLE_3
128			CHARGE
129			CHARGE_BERSERK
130			WALK_JUMP
131			RUN_JUMP
132			KNOCKBACK_1
133			KNOCKBACK_2
134			KNOCKBACK_3
135			KNOCKBACK_4
136			KNOCKBACK_5
137			KNOCKBACK_6
138			KNOCKBACK_7
139			KNOCKBACK_8
140			KNOCKBACK_9
141			KNOCKBACK_10
142			KNOCKDOWN_1
143			KNOCKDOWN_2
144			KNOCKDOWN_3
145			KNOCKDOWN_4
146			KNOCKDOWN_5
147			KNOCKDOWN_6
148			KNOCKDOWN_7
149			KNOCKDOWN_8
150			KNOCKDOWN_9
151			KNOCKDOWN_10
152			KNOCKDOWN_DEATH_1
153			KNOCKDOWN_DEATH_2
154			KNOCKDOWN_DEATH_3
155			KNOCKDOWN_DEATH_4
156			KNOCKDOWN_DEATH_5
157			KNOCKED_FLYING_1
158			KNOCKED_FLYING_LANDED_1
159			KNOCKED_FLYING_LANDED_2
160			KNOCKED_FLYING_LANDED_3
161			KNOCKED_FLYING_LANDED_4
162			KNOCKED_FLYING_LANDED_5
